input,course,feeling,wordlimit,output
請生成宗教哲學課程的負面心得並限制在102字內,宗教哲學,負面,102,這堂課老師會不定時點名和出作業，一次作業占10～15%，沒去上課的話可以補交但是分數不高，期末考很難，但如果跟老師說有沒有加分的機會他會另外給你提高分數的作業，自己覺得每節課都去不一定期末成績會比較高分。
請生成信號與系統課程的負面心得並限制在92字內,信號與系統,負面,92,學了一整個學期還是不清楚在學什麼，上課講話十分含糊，要注意老師會突然說要小考，如果該班惹他生氣出席率過低等等的原因，有可能該班的期中期末考會突然很難因而被當掉。備註：老師比較不會當女生
請生成生活中的工程與科技課程的正面心得並限制在83字內,生活中的工程與科技,正面,83,知識探索：能培養多元領域學習的興趣；能統整跨領域的知識；能持續從事跨領域的學習。 溝通技巧：能具備清楚表達的能力；能理解他人口語與非口語的訊息；能建立良好的人際關係。
請生成 俄文(一)課程的正面心得並限制在80字內, 俄文(一),正面,80,老師人真的很好、很溫柔、很有耐心，在這堂課我學到了俄文字母和很多單字及一點點文法，每天都在唸俄文給朋友或家人聽感覺超有成就感的！想推薦給喜歡嘗試各種語言的大家！
請生成線性代數課程的正面心得並限制在135字內,線性代數,正面,135,老師會先要求看他自己錄的影片，時常蠻長的，後期有比較少。上課會帶自己出的題目隨機問班上同學，通常是考觀念或出好算的題目來練習，所以課前儘量把影片看完，不然很容易上課聽不懂，他不會再把概念講一次。 有問題都可以去問，老師都會解答，約課後也可以。人很好很用心，但就是不能混。
請生成普通化學實驗(一)課程的正面心得並限制在111字內,普通化學實驗(一),正面,111,這次化學實驗真是讓我大開眼界！從玻璃器皿到化學試劑，感覺自己變身成了科學家。雖然有點小手忙腳亂，但看著顏色變化時那種成就感，真的是超爽的！就算實驗過程有點像魔法燉菜，至少我沒讓任何東西爆炸。總之，這學期的實驗課真的收穫滿滿
請生成公民參與課程的正面心得並限制在90字內,公民參與,正面,90,在這堂課當中，老師每一堂課都會講解有關公民參與的課程內容，像是歐洲、亞洲政體的轉變、思想等。上課以不干擾老師上課為原則，要滑手機或是睡覺都可以，上課方式自由，不強制同學一定要聽講。
請生成半導體元件課程的正面心得並限制在100字內,半導體元件,正面,100,可以學習很多關於能帶偏移等等的結構圖，上這堂課主要就是要會記憶那個能帶偏移的圖怎麼畫以及他的工作原理老師很愛考畫圖，所以要有美術天份。另外這堂課因為內容較深老師會允許期中期末可以帶a4紙記得要好好濃縮
請生成世界音樂賞析課程的正面心得並限制在80字內,世界音樂賞析,正面,80,老師很認真，我也學到了很多有關音樂的知識，每堂課也都聽了很多不同的音樂，對於有音樂背景的同學應該會很喜歡。但是組員真的要靠運氣，我這組的組員只有報告當天全員到齊
請生成前瞻時尚與潮流課程的正面心得並限制在101字內,前瞻時尚與潮流,正面,101,價值判斷：能尊重多元價值；能進行價值的反思；能提出個人的價值判斷。 溝通技巧：能具備清楚表達的能力；能理解他人口語與非口語的訊息；能建立良好的人際關係。 透過全英文報告以及師生對談，培養國際化之發表能力
請生成分析化學課程的正面心得並限制在88字內,分析化學,正面,88,這堂課是環境工程與科學學系的學生必修課，但不相關科系如果對這方面有興趣也可以上上看，老師人很好，講課也認真，上課如果認真聽也可以得到很多分析化學相關知識的收穫噢，也會感到有趣！
請生成航運物流規劃概論課程的正面心得並限制在109字內,航運物流規劃概論,正面,109,老師人還蠻好的，不常點名，會和同學互動。期末報告雖然有限時間，但如果超時還沒報告完老師會讓你講完，不會趕人，報告完會給一些建議和問幾題問題，通常不會太難，答不出來沒關係可以回去查在傳個人報告給老師看，總之是堂蠻佛的課。
請生成射頻通訊積體電路設計課程的正面心得並限制在80字內,射頻通訊積體電路設計,正面,80,這堂課還蠻輕鬆的有兩次小考都是在期中考和期末考的前一個禮拜，考試內容都是老師上課ppt裡面的內容，考試也可以看課本，只要考試都有來考基本上一定會過的，非常簡單。
請生成物件導向設計課程的正面心得並限制在83字內,物件導向設計,正面,83,這堂課要一直交作業，雖然網路都能查到但還是有點麻煩，而且上課內容有一點深度，如果基礎不紮實的人可能有困難，不過期中期末考都會提前發題目讓大家回去想，但題目很難就是了。
請生成生醫工程導論課程的正面心得並限制在88字內,生醫工程導論,正面,88,上課基本上沒什麼在聽課，老師也不會管學生在做什麼，主要是要寫課後的練習題，組員互相討論，10分鐘就可以寫完了。有些醫療方面的知識，如果很有興趣的話，可以選這堂課，分數也還不錯。
請生成租稅原理課程的正面心得並限制在87字內,租稅原理,正面,87,基本上考試前就是都在背，分數有背就有，沒背背的不完整就是不高，老師想要的答案就是簡報上一摸一樣，沒有刪減過的那種，平常上課的時候基本上都是自己混自己的，大部分不用第一節就到。
請生成合作事業與經濟發展課程的正面心得並限制在85字內,合作事業與經濟發展,正面,85,這堂課非常的輕鬆，只需要去坐著聽老師上課就可以了，老師會講有關經濟的故事，而且老師人很好不會管你在幹嘛，就算你不去上課也都可以，平常也會提早讓你下課，不會拖到放學的時間。
請生成材料與生活課程的正面心得並限制在88字內,材料與生活,正面,88,修習完這堂課後，我學習到原來生活中每個地方都跟這堂課教的內容息息相關。 老師上課也不會無聊，常常講到一些生活中的例子讓你更了解如何運用。 而且對於自己選到課但怕分組的人很友善。
請生成公民參與課程的負面心得並限制在163字內,公民參與,負面,163,這門課是我修過最詭異的一門課，點名10%分數，但你不來直接扣30分，請假兩次以上扣15分，3次30分，不管任何原因都扣，另外老師討厭搭便車的人，但老師不會看學生互評，他會「主觀」判斷你是不是再搭便車，如果他覺得你是，你去跟他解釋也沒用，分數直接被扣爛，或者直接當掉你，請注意，就算你有做報告，沒有翹課，也是有可能莫名其妙被當。
請生成 微處理機系統課程的正面心得並限制在93字內, 微處理機系統,正面,93,這個老師的課程都很輕鬆，這門課也不例外，因此被當過的人大推修這個老師的課，我也翹課過幾次，也沒什麼問題，不過還是建議好好上課不要翹課啦，但是上課進度會比較慢，真的想學東西還是選其他老師的
請生成物理冶金學(一)課程的負面心得並限制在100字內,物理冶金學(一),負面,100,老師上的不錯，這堂課也是材料系所有學生的必修課，所以需要認真學，但是這個老師有發生過一些不好的事所以不建議修他的課，還有在給分數的部分也非常奇怪，尤其是出缺席的部分，要修他課的學生們需要做好心理準備。
請生成物聯網感測電路設計課程的正面心得並限制在81字內,物聯網感測電路設計,正面,81,這堂課有兩次小考可以看老師給的ppt寫，期中考和期末考也是可以開書考，老師很佛考卷裡的內容ppt裡都找得到，點名是隨機的，不一定每次上課都點，老師想起來就會點名。
請生成臺灣博物館入門課程的正面心得並限制在195字內,臺灣博物館入門,正面,195,老師是一個很重視原則的人，不管是對學生或對他自己，上課時他允許你做自己的事，但不要交談影響到他或其他人上課；他上課總是穿著正式的西裝，不遲到不拖課，內容紮實態度認真，跟著他上課自己也莫名的變的很認真XD 課程中學到的博物館學方面的理論基礎跟實務經驗，我個人覺得很特別，如果不是在相關科系就讀，應該沒有機會接觸到這些知識，老師是用最淺白的言語向我們講述了專業的領域，一個學期下來真的受益良多。
請生成交通肇事鑑定實務課程的正面心得並限制在114字內,交通肇事鑑定實務,正面,114,本課程是一般人較少接觸到的事故鑑定課程，生活中我們只要出了門，我們就會使用交通工具，過程中透過老師對於課程的講解，讓我們在未來面臨自己發生事故或視需要進行調解鑑定時有更多實用知識與不一樣的觀點，也能夠在發生事故時不至於過度慌亂。
請生成資料庫管理系統課程的正面心得並限制在121字內,資料庫管理系統,正面,121,上課輕鬆，點名也可以當天補點，相對上課內容只有PPT輸入，無實際練習操作，最後一節課剩下的時間通常給小組討論。 期中只是決定主題並繳交相關資料來源與ERD圖，期末報告需以word操作說明配合PowerBI呈現，老師會狂提出問題要做好心理準備。
請生成軟性電子材料與技術課程的負面心得並限制在80字內,軟性電子材料與技術,負面,80,因為根本沒人想上他的課，第一堂就因為人不夠快被倒課，只好把他的碩班生全部加進來湊人數才好不容易開起來，所以他根本不會當人，我都沒去有交期中作業、期末作業就過了。
請生成生物統計課程的正面心得並限制在89字內,生物統計,正面,89,在這堂課學到許多以前沒學到的東西，例如機率分佈中的常態分佈、信賴區間，假說檢定中的變異數分析，線性回歸，無母數分析等等，雖然與高中之前學到的變異數此類很相似，但是其實非常的不同。
請生成鋼琴音樂萬花筒課程的正面心得並限制在85字內,鋼琴音樂萬花筒,正面,85,我覺得修過這堂課之後，我的英文聽力能力有提升的感覺，基本上整堂課不太會有很多的中文，報告也是全英文報告，在準備上真的可以學習到蠻多英文的，也知道了幾個原本不認識的音樂家。
請生成邏輯設計實習課程的正面心得並限制在87字內,邏輯設計實習,正面,87,這堂課是一堂你有認真學一定會有所收穫的課程，老師雖然偶爾嚴厲，但整體來說很不錯，整本書而言，最難的 應該是布林代數到Kmap的那一兩章節，請務必讀熟，之後很多章節都會一直用到
請生成資料庫系統課程的負面心得並限制在135字內,資料庫系統,負面,135,如果想要得高分的話建議上課還是可以聽一下老師上課然後做筆記，但老師感覺沒在備課都是照簡報念，所以很多時候都會講錯或卡住，建議不懂的部分可以自己查一下(有的章節網路上會有中文版)或是直接問老師叫他解釋清楚。回家後要固定複習，不然前面不懂的話後面很多內容都銜接不上會更不懂。
請生成系統程式課程的正面心得並限制在82字內,系統程式,正面,82,雖然這堂課偏硬，但只要有好好跟著課程進度做複習然後上課有認真聽的話，考試的分數不會太差。尤其是有扎實做過程式的組合語言作業後，會覺得學到的知識有被實際應用到的感覺！
請生成物理化學實驗(二)課程的正面心得並限制在83字內,物理化學實驗(二),正面,83,這節課是將實驗分給每個組，每組看完實驗步驟經過幾個禮拜的實驗課後，整理出ppt.word和影片給之後要做這個實驗的組別。很喜歡這種上課方式，遇到不懂的地方不怕沒人問。
請生成品質管制課程的正面心得並限制在108字內,品質管制,正面,108,上課會實際操作Minitab，我覺得非常實用，老師很喜歡學生發問，可以多舉手發問或是回答問題！總成績105分，其中有五分是看上課筆記，所以會超過100分，雖然最後成績只會給100，但推薦給推甄的同學。但一定要認真上課
請生成X光繞射原理課程的正面心得並限制在100字內,X光繞射原理,正面,100,老師非常熱心，也很好聊天，但會笑的你心裡發寒，上課的部分也非常認真，有自己的堅持例如手機如果發出聲音就是沒收，如果沒有人承認就不繼續上課，簡單來說要敢作敢當！然後這堂課只要稍微學習一下其實也非常好過。
請生成無機材料化學課程的正面心得並限制在89字內,無機材料化學,正面,89,老師非常認真且有趣，上課也非常自由，只要不干擾到老師基本上什麼事都可以做，因此需要一定的自制力才能專心的聽老師上課，另外老師也非常熱心的協助學生解決問題，非常好聊天，也非常好過！
請生成華語教材教法課程的正面心得並限制在100字內,華語教材教法,正面,100,原本就是跟一群朋友去選修這堂課，但其實他沒有想的那麼輕鬆，除了每週點名，課程時間對於日間部也不太友好，期中考要稍微準備一下，老師會開放補考但儘量還是一次過，課程也有小部分外國人修習，但我覺得不太適合。
請生成非商業背景會計學課程的正面心得並限制在233字內,非商業背景會計學,正面,233,修習這門課程原是為了了解基礎會計、培養財務素養，學習解讀和分析報表，進而提升財務管理能力。老師的課程內容相當完整，一開始沒有任何會計底子的我，光是認識每個項目所表示的內容、分析報表，及統整學習單範例裡各項資料以做成報表，就讓我覺得很有難度，但透過穩紮穩打的課堂內容及不斷接觸的四大財務報表，還有老師帶著我們熟悉查找目標公司的資訊，我也能簡單看懂公司財務報表，所以若只是想選涼課可能要稍微繞道，但期中考題不會特別刁鑽，只要有好好完成課堂習作、準時繳交，分數是不差的喔。
請生成合作經濟學課程的正面心得並限制在91字內,合作經濟學,正面,91,學到了合作經濟的相關知識，參訪了合作社後對於地方共生的相關概念有了更多的了解與認識，老師會補充很多相關的知識讓我們更加的了解合作經濟的意義和價值；分組報告的方式讓我們有更多思念面向。
請生成 化粧品科學與生活時尚課程的正面心得並限制在97字內, 化粧品科學與生活時尚,正面,97,老師都會跟著時事一起講，每次上課內容都很豐富，也很實用，就算是沒有化妝品基礎或是化學底子的人來上課，老師都可以講的很清楚，讓你可以很容易理解我們在上什麼，如果原本對化妝品有興趣的人，大推來上課！
請生成越南地理與文化課程的正面心得並限制在155字內,越南地理與文化,正面,155,老師找的有關於越南地理和文化的各種影片挺有趣也挺有意義的，透過影片與老師的講解帶大家看到不同以往的越南以及加深大家對越南的知識。因為老師常常會問問題(答對可加分)，大家也都很踴躍發表回答，自然對於課堂中所學到的知識就很有印象！ 老師本人也超級nice~有不懂的問題去問老師都很願意花時間講解。是位很認真的老師~
請生成戀愛心理學課程的正面心得並限制在96字內,戀愛心理學,正面,96,學到了很多有趣的內容啊，而且依照老師的說話模式，感覺他一定是水瓶座的哈哈哈哈，瘋狂的講水瓶座的好話！這我很滿意！因為我也是水瓶座的哈哈 推推大家來選 但是有點難搶哦！！有事沒事就刷刷加退選吧！
請生成 數位信號處理課程的正面心得並限制在110字內, 數位信號處理,正面,110,上課建議抄筆記，通常小考的題目都是筆記上的類似題，然後期中、期末考的題目都與前一次小考高度類似，故小考及小考檢討不要缺席，然後這堂是選修，陳孝武老師會救你的分數，我同學照配分期末要考135分總成績才會及格，但最後還是過了
請生成光電半導體元件導論課程的正面心得並限制在88字內,光電半導體元件導論,正面,88,因為我接下來不打算走光電，想要走電子電機半導體組，所以我認為這堂課對我來說受益良多，因為他剛好涵蓋我研究所考試所需考的內容，以及這堂課老師真的很認真，仔細聽可以得到很大的收穫。
請生成生態旅遊課程的正面心得並限制在211字內,生態旅遊,正面,211,老師主要上課是上，一些需要被保育的動物，他們可以在什麼地點看到，生態觀光、旅遊等等的，跟你說可以怎麼玩，會配合一些影片，很多都是原本不知道的，有時候會上到很想親自去看看，感覺很好玩。但是我偶爾會上到很想睡就是了，老師講到一些比較生態理念的時候。然後老師很重出席，每次都會點名，有時候考試的東西，會出現在影片裡面，沒來上課就不知道答案。考試大部分都在PPT裡面，但老師常常說，通常來上課就不用什麼讀～所以大家還是乖乖來上課嘿
請生成保險法課程的正面心得並限制在80字內,保險法,正面,80,學習到蠻多基本的保險知識，有些重要的鐵原則啊，雖然現在沒有要保保險，但還是蠻有用的，老師上課還是有一點點無趣，因為就是一直講，但老師人還是蠻好的，學到了蠻多的。
請生成建築概論課程的正面心得並限制在106字內,建築概論,正面,106,我對建築的基本原則和設計概念有了更深入的了解。這門課程涵蓋了建築歷史、設計流程、材料選擇等主題，讓我對建築領域有了更廣泛的視野。 透過課程中的案例研究和實際設計項目，我學會了如何考慮空間配置、功能需求和美學價值。
請生成文學與生活課程的負面心得並限制在82字內,文學與生活,負面,82,個人實在是沒有到太推薦此門（就身為通識而言）如果對文學一點興趣都沒有健議可選其他堂，每堂都有作業要繳交，老師給分偏主觀，會一直抽人並上課隨機評價同學作業，氛圍有點尬
請生成道教文化與術數課程的正面心得並限制在211字內,道教文化與術數,正面,211,可以了解道教的文化，我最喜歡的是，老師會講符咒、紫微斗數、米卦、算姓名等等，我覺得超酷，老師會開放幾個名額，直接在課堂上幫你算，下課有其他問題可以去找老師討論，是很專業的老師。然後老師有一個很酷的評分方式，『自評分數』，學期快結束時，老師會請每組組長統計每個人的自評分數，自己覺得自己在這堂課。應該得到的分數是幾分，老師在打分數時，會參考這個分數。想探討或好奇道教文化的人，大推薦來修這門課！然後當老師的小老師可以加分喔！
請生成智慧財產之保護與實務課程的正面心得並限制在108字內,智慧財產之保護與實務,正面,108,一開始上課就會說明期中期末只要交作業就行，個人作業，不用上台報告、分組，完美迴避各種社交障礙。上課內容使用PPT教學，會帶生活實例講給大家聽，而且只要上課不說話，老師都沒差，可以睡覺玩手機讀別的書他都很ok，優質課。
請生成 Web程式設計課程的正面心得並限制在173字內, Web程式設計,正面,173,網頁設計跟背後的程式等等，老師要求的都滿簡單的，很建議轉系生先來修，而且老師人很好，有問必答，課程都按進度，不會太快，還會關心你的專題進度，期末專題是自己找組別，遇到雷隊友就要自己扛期末專題會辛苦喔，建議還是跟認識的人一起修！ 不過自己扛的話老師要求的東西就會比較少～ 這個老師開了很多類似的應用設計課 配分跟模式都差不多，喜歡的話，建議都修一修
請生成化學反應工程課程的正面心得並限制在82字內,化學反應工程,正面,82,學到了很多不同的反應器設計。這堂課有無考古題真的很重要，很多題目都跟考古題一樣或類似，記得去跟學長姐要考古題，如果考試可以openbook 記得去印老師的上課講義。
請生成輔具設計與開發概論課程的正面心得並限制在107字內,輔具設計與開發概論,正面,107,學到很多輔具產品設計與應用的基本概念，藉由參觀第一輔具中心和全國輔具展，也能讓自己對更多輔具有更深入的認識。 另外，這堂課常常有線上上課，只要是線上課就會有作業，是簡單的，老師人很好，分數很甜！基本上是堂輕鬆的課。
請生成數位邏輯與實務課程的正面心得並限制在97字內,數位邏輯與實務,正面,97,這堂課有時候真的聽不懂老師在講什麼，但是基本上不太會當人，回家要自己念書，期中考期末考真的不會太難，真的不會寫的話，把題目抄一遍在答案處，老師也會讓你過！老師人真的很好，只是內容真的是艱深難懂。
請生成《金瓶梅》與情愛關係探討課程的正面心得並限制在90字內,《金瓶梅》與情愛關係探討,正面,90,分組作業很重要，學到要怎麼跟組員溝通跟分配工作。小組報告說書時學到如何把別人沒聽過的故事講得很生動，另外還要提出一些性別相關議題，這個部分讓說書不再只是說書而已，還帶了反思的作用。
請生成生理學課程的正面心得並限制在146字內,生理學,正面,146,雖然不點名，但是推薦前幾堂課可以去聽看看，我個人蠻喜歡主授老師的教學方式，除了他講話幽默，他覺得重要的東西他就會講很久很深入，而且是透過一些很有趣很棒的例子讓大家去記得一個概念，雖然會影響到進度，但至少這個重要概念大家學會了、理解了，再加上他很有誠信沒有考超過他進度的東西，所以我覺得他很棒。
請生成微生物及免疫學課程的正面心得並限制在168字內,微生物及免疫學,正面,168,原本以為這堂課會很困難，但是上完之後發現這堂課比較靠記憶力，所以其實不會很難，大家可以放心去修。 我自己覺得用看powercam評分取代實體點名其實還蠻不錯的，對於學生來說不一定要到現場去聽實體課，可以選擇聽powercam，時間安排上比較彈性。 這堂課因為是多個老師合開，所以每個老師的教學風格都不同，但我自己覺得他們都是教得不錯的。
請生成基本護理學課程的正面心得並限制在129字內,基本護理學,正面,129,基本護理學的內容比較瑣碎，雖然考試的內容大多從老師出的教材就可以看得到，但我個人還是覺得看課本會比較詳細，因為課程時數有限，老師不可能把這些所有瑣碎的事情全部講過一次，還是要靠學生自己回家多翻書，有滿多東西是實習的時候可能會用到的，所以還是多記一些會比較好。
請生成藥理學課程的正面心得並限制在154字內,藥理學,正面,154,藥理真的是一門很困難的課，有時候讀完一部分之後會想不起來自己剛剛到底讀了什麼，好不容易記起來點什麼，看到題目的時候又開始懷疑自己到底有沒有讀書，是一個讀起來會很挫折的科目，但是老師會盡量讓大家過，老師期中考完之後有說他大概會當幾個人，期末的時候他也遵守承諾就當差不多那個數目的人數，其他能救的他還是有救起來。
請生成災難護理學概論課程的正面心得並限制在136字內,災難護理學概論,正面,136,整個學期最有用處的內容就是實作課程，會請外面的人來幫忙上課，可以學到包紮和傷患搬運等實用技巧，未來在面對災難的時候可以幫助救災。 另外課程還有一堂課會去參觀防災應變中心，可以看到這些防災工作人員實際上在怎樣的地方工作、以及他們運用怎樣的工具在保護這個城市，是個有趣的體驗。
請生成貨幣與文明課程的正面心得並限制在269字內,貨幣與文明,正面,269,我是北大來跨校選修的，因為這堂課當時疫情期間可以遠距上課，這樣的模式對我來說比較友善，每堂課老師都會上傳講課的影片，大概快兩個小時，看完會有一個隨堂測驗，我就先看題目再看影片可以比較快抓到重點，但有時候網路上也找不到答案，所以要很認真看!!我都每個禮拜五晚上七點到十點都固定處理這堂課的事情 期末是要上台報告 但因為我不是北醫的 我就全程採取線上模式交給老師 我自己一組 然後主題就是創造一個自己的貨幣~ 我這學期很認真給予FEEDBACK所以老師也給很高分92 對我來說遠距然後只要看影片做作業已經很涼了 缺點是你是認真要花腦袋去思考的
請生成成本會計課程的正面心得並限制在90字內,成本會計,正面,90,真的超愛老師，認真上課又負責任，還很為同學著想，推薦不是本科系的學生也可以來修，老師教到淺顯易懂又真的很有內容，學會之後會覺得超有成就感！對財經領域有興趣的未來也會很受用，大推！'
請生成清華人的國際行動力培力課程的正面心得並限制在155字內,清華人的國際行動力培力,正面,155,這門課每周都會請許多不同領域的人士來課堂當中進行演講，幾乎每個講者都有到國外工作的經歷，若順勢帶到專業領域的話大部分也都是理工科居多，所以如果是文組要選這門課的話可以稍微考思考一下再做選擇。給分的部分不確定最後兩篇報告的分數是多少，但如果每堂課都有出席+報告認真寫+挑幾門感興趣的講座紀錄內容，基本上一定會過!
請生成中高級英文二課程的正面心得並限制在118字內,中高級英文二,正面,118,老師開設這一學年的中高級英文很涼也很甜，一學期只有兩次報告+兩次考試，但是這門課蠻看出席率的，每周幾乎都會點名，如果每堂課出席可能會增加印象分數之類的(?)所以若想要輕鬆拿到校定的這2學分可以考慮這門課，但若想要真的學到東西的話較不推…
請生成藝術經典：近代建築藝術發展源流課程的負面心得並限制在114字內,藝術經典：近代建築藝術發展源流,負面,114,整學期的課幾乎都是以老師講課為主，3小時的課很容易聽到後面就開始想睡覺（老師講話很含糊），如果真心想要學到東西的話不太推這堂課，但如果想要輕鬆拿到學分的話推推這門課，只有3份個人報告和1份小組報告，整體loading不會很重XD
請生成服務學習--藝術創意空間服務課程課程的正面心得並限制在118字內,服務學習--藝術創意空間服務課程,正面,118,這門服務學習很涼也很甜，只要指定時間到展區簽到顧展，顧展的時候可以做自己的事情，只是要留意有沒有人進來參觀，如果有的話要記得紀錄參觀人數～萬一時數沒有湊滿30小時的話，也可以利用佈展、策展、另外一個展廳支援等方式湊時數，整體而言大推～！
請生成幼兒觀察課程的正面心得並限制在82字內,幼兒觀察,正面,82,這門課的上課方式超級規律，講課、入園觀察、寫作業，三者無限循環，需要交作業的次數偏多但是都不會很難，組員的挑選也很重要，遇到好的組員會上天堂，遇到不做事的會很累XD
請生成文學經典：《詩經》選讀課程的正面心得並限制在94字內,文學經典：《詩經》選讀,正面,94,雖然我一開始的動機是因為我喜歡唱歌才點這堂拉，這堂課可以當作國文課在上，很久沒碰古文，再碰到的感覺其實蠻不錯的，雖然我期中只考了70附近，結果最後還是可以拿到A，蠻出乎意料的，所以真的很推
請生成教育的國際視野課程的正面心得並限制在124字內,教育的國際視野,正面,124,這門課會請很多講者來進行演講，很妙地是他們大部分都和教育領域有相關，從裡面會聽到不同人對於教育的想法，還蠻特別的XD 雖然作業很多，幾乎每幾個禮拜就有東西要產出，不過作業的loading不會太重，只要認真且按時完成+每堂課都有出席，分數不會太難看~
請生成歐洲聯盟概論課程的正面心得並限制在80字內,歐洲聯盟概論,正面,80,對於歐洲政治經濟及文化有概要的解說，輕鬆無壓力、無負擔，還有有趣的猜歌大賽。考試也很簡單，老師會在考前不斷強調考試重點，很有記憶點，所以課外無須多花時間，很讚。
請生成迷你網球課程的正面心得並限制在140字內,迷你網球,正面,140,如果大家還在懊惱要選什麼好課的話，一定推這堂迷你網球!老師雖然看起來年紀頗大，但身子骨卻依然很健朗，而且只要有任何打球上的問題他也很願意很有耐心地慢慢回答，整堂課的loading不會太重，上課只要有認真上期末考一定會過，and上這堂課兩兩一組的形式一整個學期下來還可以認識到朋~!
請生成理論力學一課程的正面心得並限制在100字內,理論力學一,正面,100,老師的英文有腔調，正常聊天還行，但講到課程內容時聽得比較吃力，幾堂課下來就會習慣了。 考題包括一題作業題，其他部份爆難，平均大概三四十，但只要有認真念、作業認真寫不漏交，老師也不會為難你（分數天使！）
請生成普通天文學一課程的正面心得並限制在112字內,普通天文學一,正面,112,因為上課不點名，也沒有作業，期中考全班平均分數不高，有不少非理工科系同學退選。所以！雖然開書考，還是建議考前至少翻一下老師的網頁，每個章節都附有習題，網路上大多找得到答案。教科書也有公式可以參考。公式背熟了基本上不會有問題。
請生成動物行為學課程的正面心得並限制在233字內,動物行為學,正面,233,有些內容和普生重複，但還是很有趣，特別喜歡老師講解實驗設計邏輯的部分，因為研究動物行為，實驗設計本身非常考驗創意。 老師會放上以前的上課錄影所以不去不會怎麼樣，老師非常nice，還說如果你在課堂上打瞌睡，那還不如回宿舍睡。 建議每週複習當週內容，因為我自己會以為上課聽懂了，回去看簡報才發現有圖我根本不知道它在說什麼，這時候就可以回去看影片或直接問老師。這些事如果考前才做可能會有點辛苦。 這堂真的很像通識課，覺得外系如果有人有興趣可以不用怕內容太難。但本人非外系。
請生成歷史與世界：海洋世界的形成課程的正面心得並限制在102字內,歷史與世界：海洋世界的形成,正面,102,上課基本上就是去聽有趣的故事，不會很枯燥乏味。除了心得外，也不需要繳交其他作業/報告。原本有期中和期末，後來連期末都取消了。期中有預先給題目，所以也是不用擔心。總的來說，超甜超涼，還有pizza吃，超推！
請生成歷史現場：歷史文獻、現地考察與歷史書寫課程的正面心得並限制在106字內,歷史現場：歷史文獻、現地考察與歷史書寫,正面,106,真的被老師引發了對歷史的興趣，老師助教人都很好，分組是助教隨機分組的（會預防同系的人在一組）希望大家多認識新的朋友，杜絕小圈圈，其實有點名但上課的時候基本上全班都在做自己的事，老師不太會管所以基本上沒幾個人在聽的
請生成藝術經典：西洋風景名畫賞析課程的正面心得並限制在60字內,藝術經典：西洋風景名畫賞析,正面,60,自己本身就喜歡畫作，上完老師的課自己還有額外看課外書，發現老師真的把精華都放在課堂上講，所以我認為是非常豐富的一堂課。'
請生成電磁學一課程的正面心得並限制在89字內,電磁學一,正面,89,電磁學從入門到入土，老師講得很清楚，但是考試都是習題，最困難的地方就是要如何把所有習題用手抄到大抄上面，再從大抄抄到答案卷上面，你抄越多習題，分數就越高，根本不需要懂電磁學在幹嘛
請生成歐洲經濟社會史課程的正面心得並限制在87字內,歐洲經濟社會史,正面,87,上課很輕鬆、真的蠻涼，常點elearn看講義好像有加分； 老師在歐洲史方面很專業，也是很有原則的人、很願意聆聽同學的想法； 如果申論文能夠言之有物、方向正確，分數會蠻不錯的！
請生成人類語言的奧秘課程的正面心得並限制在127字內,人類語言的奧秘,正面,127,如果你是有觀察過語言的規律並覺得有趣、想要深入了解的話，這堂課應該會蠻適合你的。我覺得比較困難的部分在於要背蠻多相關的英文專有名詞，但一週大概花1~2小時左右複習上課內容小考就能考得不錯。老師教得非常認真，偶爾會和台下同學互動，我認為是非常扎實的一堂課。
請生成台灣民謠與文化課程的正面心得並限制在86字內,台灣民謠與文化,正面,86,老師上課時常會用唱歌來演示歌謠，有時還會邀請大家一起歡唱或朗誦歌詞，讓我們對歌謠有更深入的了解。如果沒上到課，可以去補看老師的OCW影片。考題會出的有點細，但都會在講義裡。
請生成代數一課程的正面心得並限制在80字內,代數一,正面,80,教得非常好，講解無比清晰。但是教學速度稍慢，一些比較容易的證明老師也會一步步講解。大量作業帶給我們的學習效果是好的，考試不算難，作業有寫應該問題不大。真心推薦。
請生成 應用數學二課程的負面心得並限制在82字內, 應用數學二,負面,82,從頭到尾都不知道在幹嘛，作業又多又難，考試更是難到突破天際。老師教得很爛，簡報糊成一團，表達也非常不清楚，沒有一個等號是能精確說出為什麼的。如果不是必修千萬不要修。
請生成經濟學原理一課程的正面心得並限制在81字內,經濟學原理一,正面,81,教授人超級好，上課有時候會講一些陳年往事，也很積極回答學生的問題。講的也非常清楚，不過這學期上課的人有點少，感覺教授這樣蠻可憐的，不過最後大家都有拿到不錯的分數。
請生成轉譯醫學課程的正面心得並限制在98字內,轉譯醫學,正面,98,兩位老師輪流教學，都是很有熱情而且年輕的助理教授，他們都補充很多業界知識，可以多問他們問題，做為加分。 課後發言還蠻重要的，發言五次即可獲得滿分10分的分數，如果都沒發言就是5分。(差了一個等級)
請生成積體電路設計實驗課程的正面心得並限制在85字內,積體電路設計實驗,正面,85,作業真的非常難，好幾次都和同學看日出，不過真的體驗這門課過後，會有一種很會寫verilog的感覺，推薦大四有空都可以來修，會是讓你verilog能力大增的一門課，推推''
